7.9657E-02, 1.2300E+00, 1.8448E+01, 6.2053E-01, 1.7284E+03, 2.7452E+03, 2.8045E+00, 9.7886E+02,
1.4761E+00, 1.1608E+00, 1.8345E+01, 2.0684E+01, 3.0916E+03, 0.0000E+00, 0.0000E+00, 1.2754E+03,
9.1145E-01, 1.1694E+00, 1.8483E+01, 1.1796E+01, 2.8770E+03, 1.2302E+03, 1.0000E+00, 1.2302E+03,
7.8519E-02, 1.2266E+00, 1.8714E+01, 6.2053E-01, 1.7788E+03, 2.7557E+03, 2.7989E+00, 9.8457E+02,
1.4755E+00, 1.1565E+00, 1.8552E+01, 2.0684E+01, 3.1279E+03, 0.0000E+00, 0.0000E+00, 1.2733E+03,
9.1074E-01, 1.1640E+00, 1.8704E+01, 1.1819E+01, 2.9194E+03, 1.2290E+03, 9.9998E-01, 1.2290E+03,
7.7445E-02, 1.2231E+00, 1.8980E+01, 6.2053E-01, 1.8291E+03, 2.7651E+03, 2.7932E+00, 9.8994E+02,
1.4759E+00, 1.1525E+00, 1.8754E+01, 2.0684E+01, 3.1610E+03, 0.0000E+00, 0.0000E+00, 1.2709E+03,
9.1071E-01, 1.1589E+00, 1.8920E+01, 1.1841E+01, 2.9585E+03, 1.2275E+03, 9.9999E-01, 1.2275E+03,
7.6431E-02, 1.2193E+00, 1.9246E+01, 6.2053E-01, 1.8793E+03, 2.7734E+03, 2.7875E+00, 9.9496E+02,
1.4773E+00, 1.1488E+00, 1.8951E+01, 2.0684E+01, 3.1912E+03, 0.0000E+00, 0.0000E+00, 1.2683E+03,
9.1131E-01, 1.1541E+00, 1.9130E+01, 1.1861E+01, 2.9945E+03, 1.2256E+03, 9.9999E-01, 1.2256E+03,
7.5472E-02, 1.2154E+00, 1.9511E+01, 6.2053E-01, 1.9294E+03, 2.7807E+03, 2.7817E+00, 9.9963E+02,
1.4796E+00, 1.1455E+00, 1.9142E+01, 2.0684E+01, 3.2185E+03, 0.0000E+00, 0.0000E+00, 1.2655E+03,
9.1250E-01, 1.1497E+00, 1.9334E+01, 1.1880E+01, 3.0273E+03, 1.2234E+03, 9.9999E-01, 1.2234E+03,
7.4568E-02, 1.2111E+00, 1.9776E+01, 6.2053E-01, 1.9793E+03, 2.7869E+03, 2.7760E+00, 1.0039E+03,
1.4826E+00, 1.1426E+00, 1.9328E+01, 2.0684E+01, 3.2431E+03, 0.0000E+00, 0.0000E+00, 1.2625E+03,
9.1420E-01, 1.1457E+00, 1.9532E+01, 1.1897E+01, 3.0570E+03, 1.2210E+03, 1.0000E+00, 1.2210E+03,
7.3715E-02, 1.2066E+00, 2.0039E+01, 6.2053E-01, 2.0288E+03, 2.7921E+03, 2.7704E+00, 1.0078E+03,
1.4864E+00, 1.1399E+00, 1.9509E+01, 2.0684E+01, 3.2651E+03, 0.0000E+00, 0.0000E+00, 1.2595E+03,
9.1638E-01, 1.1421E+00, 1.9724E+01, 1.1913E+01, 3.0838E+03, 1.2185E+03, 1.0000E+00, 1.2185E+03,
7.2914E-02, 1.2017E+00, 2.0300E+01, 6.2053E-01, 2.0779E+03, 2.7963E+03, 2.7651E+00, 1.0113E+03,
1.4908E+00, 1.1376E+00, 1.9684E+01, 2.0684E+01, 3.2847E+03, 0.0000E+00, 0.0000E+00, 1.2563E+03,
9.1897E-01, 1.1389E+00, 1.9911E+01, 1.1927E+01, 3.1078E+03, 1.2157E+03, 1.0000E+00, 1.2157E+03,
7.2165E-02, 1.1965E+00, 2.0560E+01, 6.2053E-01, 2.1263E+03, 2.7996E+03, 2.7601E+00, 1.0143E+03,
1.4958E+00, 1.1355E+00, 1.9855E+01, 2.0684E+01, 3.3022E+03, 0.0000E+00, 0.0000E+00, 1.2531E+03,
9.2194E-01, 1.1360E+00, 2.0091E+01, 1.1939E+01, 3.1292E+03, 1.2129E+03, 1.0000E+00, 1.2129E+03,
7.1469E-02, 1.1908E+00, 2.0817E+01, 6.2053E-01, 2.1738E+03, 2.8018E+03, 2.7556E+00, 1.0168E+03,
1.5013E+00, 1.1337E+00, 2.0021E+01, 2.0684E+01, 3.3176E+03, 0.0000E+00, 0.0000E+00, 1.2498E+03,
9.2524E-01, 1.1335E+00, 2.0267E+01, 1.1950E+01, 3.1482E+03, 1.2099E+03, 1.0000E+00, 1.2099E+03,
7.0829E-02, 1.1846E+00, 2.1071E+01, 6.2053E-01, 2.2202E+03, 2.8032E+03, 2.7516E+00, 1.0187E+03,
1.5073E+00, 1.1321E+00, 2.0183E+01, 2.0684E+01, 3.3311E+03, 0.0000E+00, 0.0000E+00, 1.2464E+03,
9.2882E-01, 1.1313E+00, 2.0437E+01, 1.1960E+01, 3.1649E+03, 1.2069E+03, 1.0000E+00, 1.2069E+03,
7.0247E-02, 1.1780E+00, 2.1320E+01, 6.2053E-01, 2.2651E+03, 2.8036E+03, 2.7484E+00, 1.0201E+03,
1.5136E+00, 1.1307E+00, 2.0340E+01, 2.0684E+01, 3.3430E+03, 0.0000E+00, 0.0000E+00, 1.2431E+03,
9.3266E-01, 1.1293E+00, 2.0601E+01, 1.1968E+01, 3.1795E+03, 1.2038E+03, 1.0000E+00, 1.2038E+03,
6.9728E-02, 1.1709E+00, 2.1565E+01, 6.2053E-01, 2.3082E+03, 2.8032E+03, 2.7461E+00, 1.0208E+03,
1.5203E+00, 1.1295E+00, 2.0493E+01, 2.0684E+01, 3.3533E+03, 0.0000E+00, 0.0000E+00, 1.2397E+03,
9.3671E-01, 1.1277E+00, 2.0761E+01, 1.1975E+01, 3.1923E+03, 1.2007E+03, 1.0000E+00, 1.2007E+03,
6.9277E-02, 1.1634E+00, 2.1804E+01, 6.2053E-01, 2.3490E+03, 2.8019E+03, 2.7447E+00, 1.0208E+03,
1.5273E+00, 1.1285E+00, 2.0642E+01, 2.0684E+01, 3.3623E+03, 0.0000E+00, 0.0000E+00, 1.2363E+03,
9.4096E-01, 1.1263E+00, 2.0917E+01, 1.1982E+01, 3.2033E+03, 1.1976E+03, 1.0000E+00, 1.1976E+03,
6.8898E-02, 1.1557E+00, 2.2036E+01, 6.2053E-01, 2.3870E+03, 2.7998E+03, 2.7442E+00, 1.0203E+03,
1.5345E+00, 1.1276E+00, 2.0787E+01, 2.0684E+01, 3.3700E+03, 0.0000E+00, 0.0000E+00, 1.2328E+03,
9.4536E-01, 1.1250E+00, 2.1068E+01, 1.1987E+01, 3.2129E+03, 1.1944E+03, 1.0000E+00, 1.1944E+03,
6.8598E-02, 1.1481E+00, 2.2259E+01, 6.2053E-01, 2.4218E+03, 2.7970E+03, 2.7446E+00, 1.0191E+03,
1.5345E+00, 1.1276E+00, 2.0787E+01, 2.0684E+01, 3.3700E+03, 0.0000E+00, 0.0000E+00, 1.2328E+03,
9.4536E-01, 1.1250E+00, 2.1068E+01, 1.1987E+01, 3.2129E+03, 1.1944E+03, 1.0000E+00, 1.1944E+03,
6.8598E-02, 1.1481E+00, 2.2259E+01, 6.2053E-01, 2.4218E+03, 2.7970E+03, 2.7446E+00, 1.0191E+03,
